"scientificName","canonicalName_curated","rank_verbatim","verbatimName","vernacularName_fromSource","sourceDatasetName","sourceDatasetID","datasetSource","datasetCitation","dataCurrency","sourceLicense","sourceRightsHolder","Commercial sector","Agricultural industry","Vernacular group","Commercial and trade fisheries","Managed fisheries","CAAB_Code","wildStatus","exoticStatus","omnivore","carnivore","herbivore","herbivoreGutType","cryoconservationStatus","local","detailedLocal","regional","international","cropType","livestockType","recordCurator","recordCuratorID","recordRightsHolder","recordAccessRights","recordType","recordLanguage","recordLicense","recordBibliographicCitation","recordCreated","recordModified","recordDatasetName"
"Lovettia sealii","Lovettia sealii","species","Lovettia sealii & Galaxias spp.","Whitebaits","Standard Fish Names in Australia (Commercial Species), Codes for Australian Aquatic Biota (CAAB), CSIRO","ARGA:TL:0000049","https://www.cmar.csiro.au/data/caab/fish_names_list.cfm","Rees, A.J.J., Yearsley, G.K., Gowlett-Holmes, K. and Pogonoski, J. Codes for Australian Aquatic Biota (on-line version).CSIRO National Collections and Marine Infrstructure (formerly CSIRO Marine and Atmospheric Research), World Wide Web electronic publication, 1999 onwards. Available at: https://www.marine.csiro.au/data/caab/.","Tue May 23 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","CSIRO","aquaculture","","finfishes","commercial and trade fisheries","","37 990002","","","","","","","","","","","","","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Wed Sep 20 2023 08:28:14 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Loxodon","Loxodon","genus","Carcharhinus, Loxodon & Rhizoprionodon spp.","","Standard Fish Names in Australia (Commercial Species), Codes for Australian Aquatic Biota (CAAB), CSIRO","ARGA:TL:0000049","https://www.cmar.csiro.au/data/caab/fish_names_list.cfm","Rees, A.J.J., Yearsley, G.K., Gowlett-Holmes, K. and Pogonoski, J. Codes for Australian Aquatic Biota (on-line version).CSIRO National Collections and Marine Infrstructure (formerly CSIRO Marine and Atmospheric Research), World Wide Web electronic publication, 1999 onwards. Available at: https://www.marine.csiro.au/data/caab/.","Tue May 23 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","CSIRO","aquaculture","","sharks and rays","commercial and trade fisheries","","37 018901","","","","","","","","","","","","","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Wed Sep 20 2023 08:28:14 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Lunella torquata","Lunella torquata","species","Lunella torquata","Rough Turban Shell","Standard Fish Names in Australia (Commercial Species), Codes for Australian Aquatic Biota (CAAB), CSIRO","ARGA:TL:0000049","https://www.cmar.csiro.au/data/caab/fish_names_list.cfm","Rees, A.J.J., Yearsley, G.K., Gowlett-Holmes, K. and Pogonoski, J. Codes for Australian Aquatic Biota (on-line version).CSIRO National Collections and Marine Infrstructure (formerly CSIRO Marine and Atmospheric Research), World Wide Web electronic publication, 1999 onwards. Available at: https://www.marine.csiro.au/data/caab/.","Tue May 23 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","CSIRO","aquaculture","","molluscs","commercial and trade fisheries","","24 045003","","","","","","","","","","","","","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Wed Sep 20 2023 08:28:14 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Lunella undulata","Lunella undulata","species","Lunella undulata","Wavy Periwinkle","Standard Fish Names in Australia (Commercial Species), Codes for Australian Aquatic Biota (CAAB), CSIRO","ARGA:TL:0000049","https://www.cmar.csiro.au/data/caab/fish_names_list.cfm","Rees, A.J.J., Yearsley, G.K., Gowlett-Holmes, K. and Pogonoski, J. Codes for Australian Aquatic Biota (on-line version).CSIRO National Collections and Marine Infrstructure (formerly CSIRO Marine and Atmospheric Research), World Wide Web electronic publication, 1999 onwards. Available at: https://www.marine.csiro.au/data/caab/.","Tue May 23 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","CSIRO","aquaculture","","molluscs","commercial and trade fisheries","","24 045004","","","","","","","","","","","","","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Wed Sep 20 2023 08:28:14 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Lupinus albus","Lupinus albus","species","Lupinus albus L.","","EU database of registered plant varieties, European Commission","ARGA:TL:0000004","https://ec.europa.eu/food/plant-variety-portal/","European Commission. 2023. EUPVP - Common Catalogue Information System Accessed at: https://ec.europa.eu/food/plant-variety-portal, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","crops and cereals","","","","","","","","","","","","","","","","pasture and forage crops","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Tue Sep 19 2023 12:57:49 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Lupinus albus","Lupinus albus","species","Lupinus albus L.","White lupin","Common catalogue of varieties of agricultural plant species","ARGA:TL:0000048","https://food.ec.europa.eu/system/files/2023-08/plant-variety-catalogues_agricultural-plant-species.pdf","European Commission. 2023. Common catalogue of varieties of agricultural plant species - Consolidated version 27.01.2023. Accessed at: https://food.ec.europa.eu/plants/plant-reproductive-material/plant-variety-catalogues-databases-information-systems_en, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","crops and cereals","","","","","","","","","","","","","","","","pasture and forage crops","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Wed Sep 20 2023 07:43:31 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Lupinus angustifolius","Lupinus angustifolius","species","Lupinus angustifolius L.","","EU database of registered plant varieties, European Commission","ARGA:TL:0000004","https://ec.europa.eu/food/plant-variety-portal/","European Commission. 2023. EUPVP - Common Catalogue Information System Accessed at: https://ec.europa.eu/food/plant-variety-portal, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","crops and cereals","","","","","","","","","","","","","","","","pasture and forage crops","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Tue Sep 19 2023 12:57:49 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Lupinus angustifolius","Lupinus angustifolius","species","Lupinus angustifolius L.","Narrow leaved lupin","Common catalogue of varieties of agricultural plant species","ARGA:TL:0000048","https://food.ec.europa.eu/system/files/2023-08/plant-variety-catalogues_agricultural-plant-species.pdf","European Commission. 2023. Common catalogue of varieties of agricultural plant species - Consolidated version 27.01.2023. Accessed at: https://food.ec.europa.eu/plants/plant-reproductive-material/plant-variety-catalogues-databases-information-systems_en, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","crops and cereals","","","","","","","","","","","","","","","","pasture and forage crops","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Wed Sep 20 2023 07:43:31 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Lupinus luteus","Lupinus luteus","species","Lupinus luteus L.","","EU database of registered plant varieties, European Commission","ARGA:TL:0000004","https://ec.europa.eu/food/plant-variety-portal/","European Commission. 2023. EUPVP - Common Catalogue Information System Accessed at: https://ec.europa.eu/food/plant-variety-portal, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","crops and cereals","","","","","","","","","","","","","","","","pasture and forage crops","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Tue Sep 19 2023 12:57:49 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Lupinus luteus","Lupinus luteus","species","Lupinus luteus L.","Yellow lupin","Common catalogue of varieties of agricultural plant species","ARGA:TL:0000048","https://food.ec.europa.eu/system/files/2023-08/plant-variety-catalogues_agricultural-plant-species.pdf","European Commission. 2023. Common catalogue of varieties of agricultural plant species - Consolidated version 27.01.2023. Accessed at: https://food.ec.europa.eu/plants/plant-reproductive-material/plant-variety-catalogues-databases-information-systems_en, 25 May, 2023.","Thu May 25 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","CC BY 4.0","European Commission","agriculture","crops and cereals","","","","","","","","","","","","","","","","pasture and forage crops","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Wed Sep 20 2023 07:43:31 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Lutjanus","Lutjanus","genus","Lutjanus spp.","Tropical Snappers","Standard Fish Names in Australia (Commercial Species), Codes for Australian Aquatic Biota (CAAB), CSIRO","ARGA:TL:0000049","https://www.cmar.csiro.au/data/caab/fish_names_list.cfm","Rees, A.J.J., Yearsley, G.K., Gowlett-Holmes, K. and Pogonoski, J. Codes for Australian Aquatic Biota (on-line version).CSIRO National Collections and Marine Infrstructure (formerly CSIRO Marine and Atmospheric Research), World Wide Web electronic publication, 1999 onwards. Available at: https://www.marine.csiro.au/data/caab/.","Tue May 23 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","CSIRO","aquaculture","","finfishes","commercial and trade fisheries","","37 346905","","","","","","","","","","","","","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Wed Sep 20 2023 08:28:14 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
"Lutjanus","Lutjanus","genus","Lutjanus russellii & Lutjanus sp.","","Standard Fish Names in Australia (Commercial Species), Codes for Australian Aquatic Biota (CAAB), CSIRO","ARGA:TL:0000049","https://www.cmar.csiro.au/data/caab/fish_names_list.cfm","Rees, A.J.J., Yearsley, G.K., Gowlett-Holmes, K. and Pogonoski, J. Codes for Australian Aquatic Biota (on-line version).CSIRO National Collections and Marine Infrstructure (formerly CSIRO Marine and Atmospheric Research), World Wide Web electronic publication, 1999 onwards. Available at: https://www.marine.csiro.au/data/caab/.","Tue May 23 2023 00:00:00 GMT+1000 (Australian Eastern Standard Time)","","CSIRO","aquaculture","","finfishes","commercial and trade fisheries","","37 346915","","","","","","","","","","","","","","Keeva Connolly","https://orcid.org/0009-0004-1409-4041","Australian Reference Genome Atlas (ARGA) Project for the Atlas of Living Australia and Bioplatforms Australia","https://www.arga.org.au/about/terms-of-use","text","en","https://creativecommons.org/licenses/by/4.0/","Australian Reference Genome Atlas (ARGA).  (2025).  Accessed at: https://app.arga.org.au/browse/groups/industry-and-commerical-species.","Wed Sep 20 2023 08:28:14 GMT+1000 (Australian Eastern Standard Time)","Tue May 06 2025 15:02:16 GMT+1000 (Australian Eastern Standard Time)","ARGA Industry and commercial Species"
